id	headline	text	asset_class
97	CORRETORA DE CRIPTOMOEDAS ANUNCIA LISTAGEM DE NOVO TOKEN..	Corretora de criptomoedas anuncia listagem de novo token. O mercado de token segue volatil e atrai investidores de varios perfis. O mercado reagiu de forma cautelosa ao longo do pregao.O movimento tambem repercutiu no mercado de acoes preferenciais.	equities
98	Tesouro do pais passa a remunerar 12% ao ano em titulo prefixado	Tesouro do pais passa a remunerar 12% ao ano em titulo prefixado. O movimento afeta diretamente aplicacoes em indice interbancario. O mercado reagiu de forma cautelosa ao longo do pregao.	fixed_income
99	Preco da soja sobe na bolsa de graos com quebra de safra	Preco da soja sobe na bolsa de graos com quebra de safra. O preco da commodity influencia diretamente o setor de energia. Investidores acompanham os desdobramentos com atencao.	commodities
100	Rendimento do titulo prefixado avanca com abertura da curva de juros	Rendimento do titulo prefixado avanca com abertura da curva de juros. O movimento afeta diretamente aplicacoes em indice interbancario. O fato relevante foi divulgado apos o fechamento do mercado.	fx
101	Banco central atua no mercado de cambio com leilao de swap	Banco central atua no mercado de cambio com leilao de swap. O comportamento do mercado de cambio foi acompanhado de perto por exportadores e importadores.	fx
102	MegaLoja Varejo anunciou recompra de acoes no valor de R$ 14,3 bilhoes	MEGALOJA VAREJO ANUNCIOU RECOMPRA DE ACOES NO VALOR DE R$ 14,3 BILHOES. O PAPEL DA COMPANHIA FOI DESTAQUE NO MERCADO DE ACOES. ANALISTAS REFORCAM A RECOMENDACAO SOBRE AS INDICE DE ACOES DA EMPRESA.	commodities
103	Preco da soja sobe na bolsa de graos com quebra de safra	Preco da soja sobe na bolsa de graos com quebra de safra. O preco da commodity influencia diretamente o setor de mineracao. O anuncio veio em linha com as expectativas de parte do mercado.Investidores relacionaram o fato ao comportamento de debentures.	commodities
104	Rendimento do titulo prefixado avanca com abertura da curva de juros	Rendimento do titulo prefixado avanca com abertura da curva de juros. O movimento afeta diretamente aplicacoes em renda fixa.	fixed_income
105	Cobre sobe com expectativa de demanda por transicao energetica	Cobre sobe com expectativa de demanda por transicao energetica. O preco da commodity influencia diretamente o setor de agronegocio. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.O impacto se estendeu a ativos ligados a moeda local.	fx
106	Milho fecha em alta com clima adverso em regiao agricola exportadora	Milho fecha em alta com clima adverso em regiao agricola exportadora. O preco da commodity influencia diretamente o setor de energia. Traders acompanham a evolucao de ouro no mercado internacional. A volatilidade permaneceu elevada durante toda a sessao.	commodities
107	Dolar recua 10,7% e encerra o dia a R$ 5,33 com fluxo estrangeiro	Dolar recua 10,7% e encerra o dia a R$ 5,33 com fluxo estrangeiro. O comportamento do moeda britanica foi acompanhado de perto por exportadores e importadores. A noticia repercutiu entre gestores de fundos e mesas de operacao.	fx
108	Moeda britanica oscila com decisao de politica monetaria no exterior	Moeda britanica oscila com decisao de politica monetaria no exterior. O comportamento do moeda europeia foi acompanhado de perto por exportadores e importadores. O fluxo cambial e o cenario externo ditaram o ritmo da sessao. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	equities
109	Metalica Sul anunciou fusao com concorrente avaliada em R$ 4,0 bilhoes	Metalica Sul anunciou fusao com concorrente avaliada em R$ 4,0 bilhoes. O papel da companhia foi destaque no pregao. O mercado reagiu de forma cautelosa ao longo do pregao.	equities
110	LogiTrans Transportes anunciou fusao com concorrente avaliada em R$ 7 bilhoes	LogiTrans Transportes anunciou fusao com concorrente avaliada em R$ 7 bilhoes. O papel da companhia foi destaque no indice de acoes.	equities
111	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta	TESOURO NACIONAL REALIZA LEILAO DE TITULOS PREFIXADOS E INDEXADOS NESTA QUINTA. O MOVIMENTO AFETA DIRETAMENTE APLICACOES EM CURVA DE JUROS. GESTORES AVALIAM O IMPACTO SOBRE A CURVA DE JUROS. O ANUNCIO VEIO EM LINHA COM AS EXPECTATIVAS DE PARTE DO MERCADO.	fixed_income
112	Stablecoin perde paridade com o dolar e assusta investidores	Stablecoin perde paridade com o dolar e assusta investidores. O mercado de carteira digital segue volatil e atrai investidores de varios perfis.	crypto
113	Ouro atinge recorde historico como ativo de protecao	Ouro atinge recorde historico como ativo de protecao. O preco da commodity influencia diretamente o setor de energia. Traders acompanham a evolucao de commodities no mercado internacional...	commodities
114	Aluga Facil reportou queda de 7% no lucro do ultimo trimestre	ALUGA FACIL REPORTOU QUEDA DE 7% NO LUCRO DO ULTIMO TRIMESTRE. O PAPEL DA COMPANHIA FOI DESTAQUE NO PREGAO. ANALISTAS REFORCAM A RECOMENDACAO SOBRE AS INDICE DE ACOES DA EMPRESA. O ANUNCIO VEIO EM LINHA COM AS EXPECTATIVAS DE PARTE DO MERCADO.	equities
115	Cartel de produtores anuncia corte de producao e pressiona precos do petroleo	Cartel de produtores anuncia corte de producao e pressiona precos do petroleo. O preco da commodity influencia diretamente o setor de agronegocio. A volatilidade permaneceu elevada durante toda a sessao.	commodities
116	LogiTrans Transportes confirmou plano de expansao com investimento de R$ 16,5 bilhoes	LogiTrans Transportes confirmou plano de expansao com investimento de R$ 16,5 bilhoes. O papel da companhia foi destaque no indice de acoes. Especialistas divergem sobre os impactos de medio prazo.	equities
117	Tesouro do pais passa a remunerar 8,0% ao ano em titulo prefixado	Tesouro do pais passa a remunerar 8,0% ao ano em titulo prefixado.  O movimento afeta diretamente aplicacoes em prazo medio.  Gestores avaliam o impacto sobre a renda fixa.  O fato relevante foi divulgado apos o fechamento do mercado.	fixed_income
118	Agro Semear reportou queda de 7,8% no lucro do ultimo trimestre	Agro Semear reportou queda de 7,8% no lucro do ultimo trimestre. O papel da companhia foi destaque no mercado de acoes. Investidores acompanham os desdobramentos com atencao.	equities
119	Tesouro do pais passa a remunerar 4% ao ano em titulo prefixado	Tesouro do pais passa a remunerar 4% ao ano em titulo prefixado. O movimento afeta diretamente aplicacoes em credito privado. Gestores avaliam o impacto sobre a curva de juros. A volatilidade permaneceu elevada durante toda a sessao.	fixed_income
120	Criptomoeda Coronel despenca 10,8% com temor regulatorio no exterior	Criptomoeda Coronel despenca 10,8% com temor regulatorio no exterior. O mercado de criptomoedas segue volatil e atrai investidores de varios perfis. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	crypto
121	Aluga Facil anunciou fusao com concorrente avaliada em R$ 42,0 bilhoes	Aluga Facil anunciou fusao com concorrente avaliada em R$ 42,0 bilhoes.  O papel da companhia foi destaque no mercado de acoes.  O fato relevante foi divulgado apos o fechamento do mercado.	equities
122	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta	Tesouro nacional realiza leilao de titulos prefixados e indexados nesta quinta. O movimento afeta diretamente aplicacoes em letra de credito. A noticia repercutiu entre gestores de fundos e mesas de operacao.	fixed_income
123	Fundo de renda fixa capta R$ 16,7 bilhoes em meio a juros altos	Fundo de renda fixa capta R$ 16,7 bilhoes em meio a juros altos. O movimento afeta diretamente aplicacoes em tesouro do pais. Especialistas divergem sobre os impactos de medio prazo.	fixed_income
124	MegaLoja Varejo aprovou pagamento de dividendos de R$ 39,3 por acao	MegaLoja Varejo aprovou pagamento de dividendos de R$ 39,3 por acao. O papel da companhia foi destaque no indice de acoes. Analistas reforcam a recomendacao sobre as indice de acoes da empresa.	equities
125	Aprovacao de fundo negociado de criptoativos impulsiona o mercado	Aprovacao de fundo negociado de criptoativos impulsiona o mercado. O mercado de exchange segue volatil e atrai investidores de varios perfis. Investidores acompanham os desdobramentos com atencao.	crypto
126	Milho fecha em alta com clima adverso em regiao agricola exportadora	Milho fecha em alta com clima adverso em regiao agricola exportadora. O preco da commodity influencia diretamente o setor de mineracao. Traders acompanham a evolucao de bolsa de graos no mercado internacional.	commodities
127	JURO FUTURO RECUA APOS DADOS DE INFLACAO ABAIXO DO ESPERADO	Juro futuro recua apos dados de inflacao abaixo do esperado. O movimento afeta diretamente aplicacoes em juro futuro. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	fixed_income
128	Construtora Horizonte anunciou fusao com concorrente avaliada em R$ 35 bilhoes	Construtora Horizonte anunciou fusao com concorrente avaliada em R$ 35 bilhoes. O papel da companhia foi destaque no pregao. Especialistas divergem sobre os impactos de medio prazo.	equities
129	Governo emite titulos publicos de longo prazo para rolar a divida	Governo emite titulos publicos de longo prazo para rolar a divida. O movimento afeta diretamente aplicacoes em indice interbancario. O impacto se estendeu a ativos ligados a corte de emissao.	crypto
130	Moeda local lidera perdas entre emergentes na sessao	MOEDA LOCAL LIDERA PERDAS ENTRE EMERGENTES NA SESSAO. O COMPORTAMENTO DO MOEDA BRITANICA FOI ACOMPANHADO DE PERTO POR EXPORTADORES E IMPORTADORES. A NOTICIA REPERCUTIU ENTRE GESTORES DE FUNDOS E MESAS DE OPERACAO.	fx
131	Investidores institucionais ampliam exposicao a criptoativos	Investidores institucionais ampliam exposicao a criptoativos. O mercado de Etervium segue volatil e atrai investidores de varios perfis. Reguladores ao redor do mundo discutem novas regras para o setor.	crypto
132	Petroleo tipo Omega recua 2% apos aumento de estoques no exterior	Petroleo tipo Omega recua 2% apos aumento de estoques no exterior. O preco da commodity influencia diretamente o setor de agronegocio.	fixed_income
133	SoftBrasil Sistemas divulgou lucro liquido de R$ 18,9 bilhoes no trimestre	SoftBrasil Sistemas divulgou lucro liquido de R$ 18,9 bilhoes no trimestre. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as dividendos da empresa.	equities
134	FERROVALE TEVE O RATING REBAIXADO POR CASA DE ANALISE APOS RESULTADO ABAIXO DO CONSENSO	Ferrovale teve o rating rebaixado por casa de analise apos resultado abaixo do consenso. O papel da companhia foi destaque no indice de acoes.	equities
135	Educacao Saber registrou queda de 8% nas acoes na bolsa apos guidance fraco	Educacao Saber registrou queda de 8% nas acoes na bolsa apos guidance fraco. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as acoes preferenciais da empresa. Segundo analistas ouvidos pela reportagem, o movimento reflete o cenario macroeconomico atual.	equities
136	Minerio de ferro avanca 12% em porto asiatico com demanda aquecida	Minerio de ferro avanca 12% em porto asiatico com demanda aquecida. O preco da commodity influencia diretamente o setor de mineracao. Traders acompanham a evolucao de cafe no mercado internacional. O mercado reagiu de forma cautelosa ao longo do pregao.	commodities
137	Titulo indexado a inflacao passa a pagar o indice de precos mais 3% ao ano	Titulo indexado a inflacao passa a pagar o indice de precos mais 3% ao ano. O movimento afeta diretamente aplicacoes em juro futuro. Gestores avaliam o impacto sobre a curva de juros. A noticia repercutiu entre gestores de fundos e mesas de operacao.	fixed_income
138	Petrolux surpreendeu o mercado com margem EBITDA acima das projecoes	Petrolux surpreendeu o mercado com margem EBITDA acima das projecoes. O papel da companhia foi destaque no pregao. Analistas reforcam a recomendacao sobre as indice de acoes da empresa. Investidores acompanham os desdobramentos com atencao.O impacto se estendeu a ativos ligados a debentures.	equities
139	Governo emite titulos publicos de longo prazo para rolar a divida..	Governo emite titulos publicos de longo prazo para rolar a divida. O movimento afeta diretamente aplicacoes em certificado de deposito bancario. O mercado reagiu de forma cautelosa ao longo do pregao.	fixed_income
140	TecnoMotores aprovou pagamento de dividendos de R$ 17 por acao	TecnoMotores aprovou pagamento de dividendos de R$ 17 por acao.  O papel da companhia foi destaque no mercado de acoes.  Analistas reforcam a recomendacao sobre as small caps da empresa.  O mercado reagiu de forma cautelosa ao longo do pregao.	equities
141	SaudePlus confirmou plano de expansao com investimento de R$ 27,8 bilhoes..	SaudePlus confirmou plano de expansao com investimento de R$ 27,8 bilhoes. O papel da companhia foi destaque no mercado de acoes. Analistas reforcam a recomendacao sobre as blue chips da empresa. A noticia repercutiu entre gestores de fundos e mesas de operacao.	equities
142	Moeda de pais vizinho despenca apos medidas do banco central local	Moeda de pais vizinho despenca apos medidas do banco central local.  O comportamento do moeda local foi acompanhado de perto por exportadores e importadores.  Investidores acompanham os desdobramentos com atencao.	fx
143	Dolar recua 4,1% e encerra o dia a R$ 4,45 com fluxo estrangeiro	Dolar recua 4,1% e encerra o dia a R$ 4,45 com fluxo estrangeiro. O comportamento do moeda local foi acompanhado de perto por exportadores e importadores. Especialistas divergem sobre os impactos de medio prazo.Investidores relacionaram o fato ao comportamento de certificado de deposito bancario.	fx
144	PETROLUX APROVOU PAGAMENTO DE DIVIDENDOS DE R$ 10,3 POR ACAO	Petrolux aprovou pagamento de dividendos de R$ 10,3 por acao. O papel da companhia foi destaque no indice de acoes. O impacto se estendeu a ativos ligados a divisas.	equities
145	Certificado de deposito bancario oferece 10,5% do indice interbancario para captar liquidez	Certificado de deposito bancario oferece 10,5% do indice interbancario para captar liquidez. O movimento afeta diretamente aplicacoes em titulos publicos. A volatilidade permaneceu elevada durante toda a sessao.	fixed_income
146	Milho fecha em alta com clima adverso em regiao agricola exportadora	Milho fecha em alta com clima adverso em regiao agricola exportadora. O preco da commodity influencia diretamente o setor de energia. O anuncio veio em linha com as expectativas de parte do mercado.	equities
147	Juro futuro recua apos dados de inflacao abaixo do esperado	Juro futuro recua apos dados de inflacao abaixo do esperado. O movimento afeta diretamente aplicacoes em titulo indexado. Investidores acompanham os desdobramentos com atencao.O impacto se estendeu a ativos ligados a blockchain.	fixed_income
